username,content,likes,retweets,replies
gianinaskarlett,need this market to pump one more time,164,7,73
gianinaskarlett,state of the trenches,104,10,32
gianinaskarlett,who knew fartcoin would actually be the future of finance,124,4,40
gianinaskarlett,what are the most exciting things happening in crypto rn?,121,4,108
gianinaskarlett,"sorry I can't go out right now, I'm currently going through a quarter life crisis because crypto is down and I know identify as a ghibli

hope you understand",97,2,30
gianinaskarlett,"Making money is easy.

Keeping it is the hard part.

Most traders lose because their wins came too easy.

Fast gains make you think you can’t lose.

Then the market humbles you.

If you want to stay up, you need discipline.",139,10,55
gianinaskarlett,"who still has notis on?

might have some fun with it soon",144,2,60
gianinaskarlett,"ok ok

*plotting*",32,1,7
gianinaskarlett,"everything but make it ghibli style 

drop a photo in the comments and i’ll
pick some to make ghibli style",644,17,166
gianinaskarlett,"It’s time to level up.

Time to break the cycle.

I will show up as the best version of myself.

I will build generational wealth.

I will make everyone around me proud.

I’m going all in and not looking back.",192,16,82
gianinaskarlett,"THE WHALE FILES: 001 [ MADRID ]

Nihilistic yet brutally honest, trader 001 turned hundreds into millions with memecoins.

Was it skill, luck, or just a rigged game he played better?
 
Produced by 
@Jake_Hanrahan
 
Powered by 
@BONKbot_io",89,25,12
gianinaskarlett,locked tf in,854,44,194
gianinaskarlett,"solana at $140 last week: it’s so over 

solana at $140 this week: we’re so back",193,10,56
gianinaskarlett,we’re going so much higher,205,10,99
gianinaskarlett,this is all you need,318,23,82
gianinaskarlett,Locked in.,302000,13000,1700
gianinaskarlett,"Every forced trade costs you more than money.

It costs your mental edge.

Trading less isn’t weakness.

It’s a superpower in this market.

Protect it.",126,11,46
gianinaskarlett,it's time,145,3,71
gianinaskarlett,CRYPTO & CHILL https://x.com/i/broadcasts/1gqxvjWBavexB…,131,14,35
gianinaskarlett,"sunday vibe 

(we’re so back)",382,10,115
gianinaskarlett,"top: 
@9dccxyz",5,0,0
gianinaskarlett,"Sometimes, the smartest thing you can do…
Is nothing.

Patience pays more than skill right now.

You don’t lose because the market tricks you.

You lose because you couldn’t sit still. 

You don’t need to be in every trade.

There are days I just watch.

No trades. No fomo.",147,12,54
gianinaskarlett,it’s 9:09 am,221,10,62
gianinaskarlett,ALL TIME HIGHS IN APRIL,249,18,114
gianinaskarlett,"I forced trades because I was scared of missing out.

I told myself that’s the best strategy.

But the market doesn’t care what you tell yourself.

Trade less.

Wait longer.

Size when it matters.

That’s the whole thing.",174,11,51
gianinaskarlett,what are the best tools/apps/websites for vibe coding?,67,2,34
gianinaskarlett,"The market didn’t kill your trade. Your ego did.

You lose because you never fix what’s happening in your head.

Fear, greed, ego - they eat profits before the trade even starts.

Fear makes you sell early.

Greed makes you go too heavy.

Ego makes you stay in garbage trades way",176,21,47
gianinaskarlett,"two feelings normies will never understand 

being down 97%

being up 1000%

this is what makes us retarded but invincible",301,20,68
gianinaskarlett,"when i started in crypto I had $400

now, after 4 years I have $69

help",284,9,123
gianinaskarlett,"you can create wealth in any market

lock-in and stop being distracted by ct drama",154,9,69
gianinaskarlett,"You don’t lose in crypto because you’re wrong.

You lose because you’re impatient.

You give up before the real move happens.

Hold while everyone else gives up.

Survive the boredom phase.

That’s where the money’s made.",166,14,53
gianinaskarlett,"gm

market down, vibes up",917,21,389
gianinaskarlett,we’ve been trading the wrong thing,129,13,51
gianinaskarlett,"you could give up, i’m sure they’ll love that",156,16,72
gianinaskarlett,"bullrun is still on

brief pause 

then it resumes",159,9,70
gianinaskarlett,Touch grass.,843,99,191
gianinaskarlett,still bullish,179,11,101
gianinaskarlett,"Gm

Earn daily in crypto without trading

Let me show you how stable high-yield farming works using 
@SuiNetwork
 and 
@CetusProtocol
.

 Timestamps - - 
0:00 LPs explained
0:30 How you make money",402,144,150
gianinaskarlett,"learning to sit and do nothing is as important as knowing when to double down 

the worst trade is the one that takes you out of the game",150,16,47
gianinaskarlett,the future is onchain,129,12,53
gianinaskarlett,idk vibe coding sounds pretty fun,92,6,27
gianinaskarlett,CRYPTO & CHILL https://x.com/i/broadcasts/1OyJALRXZlwGb…,177,19,52
gianinaskarlett,sometimes you just gotta say fuck the haters and prove them wrong,200,14,73
gianinaskarlett,in reality this person is probably trying to influence the market by doing this with this amount of size,72,4,27
gianinaskarlett,manifesting riches to everyone who interacts with this post,505,19,115
gianinaskarlett,those who hold will win,185,11,89
gianinaskarlett,"“left a moonbag”
 
the moonbag: .0001 sol",136,6,70
gianinaskarlett,on the one second chart type shit,97,4,49
gianinaskarlett,"Whale files are out now

These interviews have been really insightful on how some of the top whales got to where they are

gg 
@bonkbot_io",49,2,20
gianinaskarlett,HAPPY BIRTHDAY SOLANA,206,30,54
gianinaskarlett,I come from the future,232,13,84
gianinaskarlett,always remember to take profits,219,17,98
gianinaskarlett,Murad said believe in something and now I really believe in poverty,135,8,74
gianinaskarlett,"if you could only hold one altcoin for the next year, what would it be?",96,6,125
gianinaskarlett,memecoin supercycle,204,14,100
gianinaskarlett,say gang',1100,49,499
gianinaskarlett,delusional bulls win every time,192,12,75
gianinaskarlett,what are some things only people in crypto can relate to?,108,8,105
gianinaskarlett,"double down on your conviction 

always",194,13,103
gianinaskarlett,take note of who left while prices are down,238,17,112
gianinaskarlett,"if you’re here, you’re early.

don’t forget this.",239,11,96
gianinaskarlett,What my brain sounds like everytime I buy a memecoin,651,78,209
gianinaskarlett,"Every cycle shakes people out.

Some fold. Some double down. Some just wait.

If you’re still here, you’ve already made it further than most.

I’m not stopping.

Still holding.

Few memes, mostly SOL, BTC, ETH.

Maybe I’m wrong.

But maybe I’m right.

That’s the risk we all take.",242,22,109
gianinaskarlett,the bullrun hasn’t even started yet,199,17,91
gianinaskarlett,I will continue to bullpost solana,215,11,97
gianinaskarlett,"I remember when I quit my software job in 2022 and the market crashed one week later

lol",185,5,63
gianinaskarlett,"Stop letting the market dictate your mood and your success

I get it, you're down money

We all are

Don't let that be the reason why you fail

Build that idea you been thinking about

Go join a team that's doing dope shit

Release that piece of content you want to do 

Stop",142,9,51
gianinaskarlett,"Sorry I can’t answer rn, I saw your x profile and you bearpost like a little b*tch and I simply cannot have that negative aura around.",232,19,74
gianinaskarlett,"did you sell your crypto when trump launched a memecoin or are you retarded?

bc same",129,7,52
gianinaskarlett,"Need videographers in LA, tag someone or dm me if that's you",66,5,31
gianinaskarlett,SOLANA,216,18,91
gianinaskarlett,"Most traders won’t make it.

Not because they don’t know how to trade.

But because they leave before the real opportunity shows up.

The market isn’t over.

It’s just testing your patience.

The next run will come when most have given up.

Most will walk away.

Don’t be one of",184,11,66
gianinaskarlett,"The same people laughing now?

They were making the same mistakes last cycle.

Everyone messes up.

Selling too early.

Holding too long.

Ignoring exit plans.

No one is perfect.

The real game isn’t about being right more often.

It’s about losing less when you’re wrong.

You",184,15,48
gianinaskarlett,"If you support me, I support you.

Simple.",472,26,182
gianinaskarlett,"I’m here to stay.

I’m here to learn.

I’m here to grow.

I’m here to hold.

I’m here to win.

I hope you are too.",267,22,88
gianinaskarlett,No crying in the casino,232,25,118
gianinaskarlett,"first stream back this week

notis on (gm)",423,13,191
gianinaskarlett,"Where do I find one of those jobs they show in emily in paris where they pay for her apartment and she gets to tour around europe all day

asking for a friend",73,1,21
gianinaskarlett,"my little brother used his tax return to buy solana @ 120

he’s definitely going to make it 

young g",257,14,54
gianinaskarlett,"tariffs will go down 

crypto will pump",257,15,63
gianinaskarlett,the worst thing you can do when the market is down is quit,265,25,112
gianinaskarlett,manifesting,317,42,95
gianinaskarlett,"I’ve watched my portfolio crash to zero.

Not once.

Not twice.

Multiple times.

The first time, I thought I’d never recover.

The second time, I realized cycles are part of the game.

Now? I expect it.

There will always be another trend, another run, another opportunity.

But",448,38,116
gianinaskarlett,one big learning this cycle is find something you love and have fun doing and double down on that,129,6,38
gianinaskarlett,pov: you’re “locked in”,1000,124,290
gianinaskarlett,"After the Bitcoin ETF, BTC price dropped 20%.

64 days post ETH the price surged from $46K to $73K.

10 months later Bitcoin hit ath.

I will never understand people who claim to be here for the long-term but panic over short-term price action.",233,61,61
gianinaskarlett,happy international women’s day to all the badass women in ct,149,8,52
gianinaskarlett,"Surviving this cycle is an achievement in itself.

You could have played everything right:
• Timed the trends
• Rotated capital
• Picked the “winners”

And still ended up back where you started.

Every few weeks, the meta was changing.

If you didn’t take profits fast, you",179,12,73
gianinaskarlett,"another one from yesterday 

gm

livestream monday",737,34,325
gianinaskarlett,bullrun still on btw,198,5,91
gianinaskarlett,"Crypto moves in ways that make no sense.

And this cycle feels different.

But the cycle is still happening.

The market isn’t reacting the way it used to.

That doesn’t mean it’s broken or over.

Be patient.

Big moves happen when most people stop looking.",192,17,57
gianinaskarlett,"stop selling

start believing",276,25,119
gianinaskarlett,why are people selling?,236,11,150
gianinaskarlett,if you’re so smart why are you sidelined,165,10,60
gianinaskarlett,"bitcoin reserve

solana reserve

ethereum reserve 

crypto takeover",248,10,77
gianinaskarlett,bullrun imminent,271,29,189
gianinaskarlett,"You stay up late.

You’re here, trading, reading, trying to get ahead.

Most people don’t get it.

They would quit.

They say you’re crazy.

They don’t see the late nights, the risk, the time you spend learning instead of wasting time.

Keep going.

You’re built different.",266,26,60
gianinaskarlett,"gm 

manifesting a 100x

up only soon",596,57,353
gianinaskarlett,"Gm, buy memecoins on 
@avax
 in just 3 steps:

 Timestamps - -
00:05 - Downloading an avax wallet  
00:21 - Bridging crypto to avax 
00:51 - How to buy and sell avax memecoins 
01:30 -",853,209,202
gianinaskarlett,the president of the us is having a crypto summit and you’re selling?,277,29,99
gianinaskarlett,"Used on tutorial:
Wallet: 
@TrustWallet
 
Bridging: 
@HoudiniSwap
 
Trading: 
@DEXToolsApp",30,0,7
gianinaskarlett,something something in 10 minutes,206,11,76
gianinaskarlett,we will make it all back,206,16,89
gianinaskarlett,"trump will rollback tariffs 

market will pump",261,14,95
gianinaskarlett,never give up,233,15,112
gianinaskarlett,All Time Highs In March,236,22,90
gianinaskarlett,1 sol and a dream,217,12,96
gianinaskarlett,solana looking like a buy here,172,8,62
gianinaskarlett,"the war between russia and ukraine is going to end and you’re bearish?

higher",201,12,62
gianinaskarlett,we are going to make so much money we’re going to be tired of making money just don’t give up,285,18,69
gianinaskarlett,"when my family asks me why i’m still in crypto 

(i lost it all in memecoins)",116,7,32
gianinaskarlett,fuck the market manipulators making us feel like this is a bear market,317,18,102
gianinaskarlett,all time high in march?,192,8,105
gianinaskarlett,"is the bullrun still on?

asking for a friend",208,10,114
gianinaskarlett,1) what,90,3,37
gianinaskarlett,this is not the exit pump,245,14,81
gianinaskarlett,solana,270,16,69
gianinaskarlett,"respectfully, stfu",727,24,124
gianinaskarlett,stick to one coin pls,47,0,9
gianinaskarlett,how TF is ethereum not in this????????,90,5,66
gianinaskarlett,"crypto is pumping 

nature is healing",215,18,42
gianinaskarlett,"gm

go touch grass 

missing the tropical island but ready to find the next 100x (jk, maybe)

k bye",556,31,251
gianinaskarlett,"you wake up with $81 trillion in your bank account 

wyd?",268,15,240
gianinaskarlett,february recap,205,9,62
gianinaskarlett,any bulls left?,282,7,209
gianinaskarlett,"if you want your crypto portfolio to go up never take screenshot when you're up

simple",248,15,81
gianinaskarlett,"Taking profit isn’t optional.

It’s how you actually make money trading.

Profits don’t count until they’re secured.

But please don't sell the bottom.",204,17,57
gianinaskarlett,"congrats, you made it to friday",215,16,84
gianinaskarlett,"if you’re in crypto, pivot to therapy",232,12,107
gianinaskarlett,“crypto is over” - person who’s been sidelined since selling in 2022,174,10,60
gianinaskarlett,"the future generations will talk about this dis as the greatest opportunity of the 2025 bull market 

all you have to do is survive",190,16,56
gianinaskarlett,"Solana to $1000

Eth to $8000",502,26,214
gianinaskarlett,"if you're in memecoins, pivot to meth",545,60,221
gianinaskarlett,for obvious reasons this is a joke,51,2,18
gianinaskarlett,you will win because you won’t quit,362,35,149
gianinaskarlett,"are you bearish?

you think we’re done?

gtfo with that attitude 

every dip is an opportunity",231,24,122
gianinaskarlett,"lots of frustration in the tl

a lot of people think it’s over 

this is when opportunities start 

take a break if you need to

and get back on 

crypto is not over 

just a shitty moment rn",379,27,135
gianinaskarlett,solana is the future idgaf about anything else,402,24,155
gianinaskarlett,tbh right now is the time to lock in on your goals and fuck everything else,341,23,104
gianinaskarlett,"Just cashed out $100,000 on the polymarket bet set on a $1b exchange hack happening this week that i caught early on gigi's stream",775,29,107
gianinaskarlett,"I agree with you 
@CryptoJee_
 . Ive seen nothing from 
@gianinaskarlett
 to suggest she is involved in anything nefarious. Rampant rumours and bitter accusations don't mean jack unless there's evidence to back them up. She was there for Rontoshi since the beginning . $UFD One of Us",35,2,4
gianinaskarlett,damn you really are on break huh,71,1,14
gianinaskarlett,people are hilarious lmao,192,4,50
gianinaskarlett,"bybit hacked

wtf",311,10,198
gianinaskarlett,"i am short crypto, i hold cash, and im long bonds, this is possibly the most homoerotic positioning ive ever had in my entire life

if we dont bottom soon i am going to end it myself",1800,105,397
gianinaskarlett,vacation 10/10,1400,51,338
gianinaskarlett,crypto is the future of finance,411,43,149
gianinaskarlett,I hope this is the year you win,602,42,196
gianinaskarlett,"Been bullish on 
@gianinaskarlett
 since meeting her in 2021 where her priority has ALWAYS been educating, onboarding, inspiring & supporting. She sprinkled a little Degening along the way (rightfully so) & still kept with the core values of her priorities & looking after her",51,3,9
gianinaskarlett,"I shared this in December- as I said then, 
@gianinaskarlett
 focuses on education. Grateful for all she’s done.",45,4,18
gianinaskarlett,"Co-sign. 

I met 
@gianinaskarlett
 back in 2021. 

She was building 
@CryptoTechWomen
 and took SO much time to teach and welcome people to web3. 

She’s continued to show up and use her skills (she’s also a coder, in addition to her content) through the ups and downs of the market.",77,5,19
gianinaskarlett,"Gm…

No 
@gianinaskarlett
 slander will be tolerated on my timeline so govern yourself accordingly. 

There aren’t enough women in this space for y’all to have all this smoke for one",72,1,20
gianinaskarlett,"ok, less focus on the casino and memes and lets highlight the builders

what are your favorite products built on chain? (eth/sol/etc)",819,54,909
gianinaskarlett,nothing is built on solana,5300,1100,659
gianinaskarlett,"i stan 
@gianinaskarlett
 

incredibly kind and warm person who goes out of her way to make sure everyone has a great time at her events

also she's hot af lmao yall are weirdo virgins",112,5,22
gianinaskarlett,dude fuck off,1500,131,460
gianinaskarlett,"Villainizing some of the best people in the space ain't it, nothing but love for 
@SolJakey
 @solanasteve_
 & 
@gianinaskarlett",104,2,33
gianinaskarlett,"Mad hate on 
@gianinaskarlett
 and 
@OGshoots
 …

Everyone knows the people in the “cabal” I fckn hate with a passion but these 2 are legit asf",66,2,24
gianinaskarlett,"This is how to bridge and buy memecoins on BNB

 Timestamps - - 
0:02 Wallet for bnb
0:21 Bridging solana to bnb
0:55 Where to buy bnb memecoins",1200,254,292
gianinaskarlett,"All these loser dudes talking shit about 
@gianinaskarlett
 apparently got nothing better to do so let me go on record and say she’s Top 5 female voice in Crypto and you could probably learn something from her if you would stop circle jerking each other for clicks and sucking each",230,11,143
gianinaskarlett,I’m still bullish 2025,557,42,411
gianinaskarlett,"so is everyone bridging to eth now?

why is eth up?",443,18,285
gianinaskarlett,"Here you go since I’m living rent free in your head

Imagine having to go after a girls appearance cause you have nothing else going on in your life",775,26,280
gianinaskarlett,Written summary,23,1,9
gianinaskarlett,".
@stoolpresidente
 live on spaces so far he has disclosed:

1. He created LIBRADICK 
2. He met with Hayden 1 week ago as he was being pitched creating his own coin
4. He had information regarding ENRON coin (didn’t acted on it)
5. He had information regarding LIBRA coin launch and",586,111,148
gianinaskarlett,"9. Hayden was caught by surprised by the news of 
@JMilei
 taking back his endorsement",63,4,18
gianinaskarlett,just want to clarify he did not say he’s pushing LIBRADICK,80,5,38
gianinaskarlett,you’re always one click away from changing your life,700,73,223
gianinaskarlett,The most addictive drug to mankind are memecoins,651,59,177
gianinaskarlett,"The craziest part about this last month is seeing all of the ACTUAL scammers who pump and dump their own coins with their charts down 90% call other people scammers.

Diabolical work truly.",512,38,138
gianinaskarlett,Trust Wallet <> THE BNB Wallet,315,70,76
gianinaskarlett,"At least everyone got fucked this Valentine’s Day. 

Thanks 
@JMilei",1000,112,243
gianinaskarlett,"Thank you 
@pumpdotfun
 

Now I can get rugged by little Timmy while he’s talking a sh*t

Great",721,29,125
gianinaskarlett,This just proofs how important sticking to your trading strategy is,503,26,137
gianinaskarlett,We are due for a PvE,443,27,211
gianinaskarlett,"At least everyone got fucked this Valentine’s Day. 

Thanks @JMilei",42,3,12
gianinaskarlett,"tbh this coin seems to be a liquidity black hole -EV

lots of people have lost money on it 

right now we will see a lot of great coins have a dip as people sold to chase the next big thing 

if you have any conviction bets this is the time to bid",382,34,112
gianinaskarlett,"What are the chances the president of Argentina launches a coin while I’m on stream?

I’m literally never beating the insider allegations",548,21,127
gianinaskarlett,"$LIBRA 

""This is 100% a liquidity black hole right now."" 
@gianinaskarlett
 

Yep. Shut down the rest for the day.",91,6,11
gianinaskarlett,"every loss takes you closer to your next win

don’t give up",717,63,165
gianinaskarlett,"Most traders lose money because they convince themselves every memecoin is a winner.

It’s not.

Trade like every memecoin will eventually hit zero, because most do:

• Don’t get emotionally invested.

• Don’t hold forever hoping for a comeback.

Here’s how to stay ahead:

•",503,68,99
gianinaskarlett,"Memecoin trading stream today

An insider sniper is joining us to give us exclusive details on how to snipe and some of his biggest wins while we find the next 100x

4pm est

Manifesting a runner today",537,67,114
gianinaskarlett,"STREAM TIME NEXT

LET’S COOK",424,32,62
gianinaskarlett,1k likes and I’ll drop a time for todays stream,1200,51,108
gianinaskarlett,What are we buying today?,454,29,527
gianinaskarlett,I gave him all the alpha…,246,27,82
gianinaskarlett,the trick is to surround yourself with people that love you,744,62,203
gianinaskarlett,"ughhhh all i wanna do is stream rn

announcing new time soon",483,17,145
gianinaskarlett,"had something come up last minute

will update soon on stream time 

sorry",454,18,155
gianinaskarlett,manifesting a 100x for everyone who joins my stream today,1100,72,273
gianinaskarlett,"Memecoin trading stream today

Join early we will have an insider sniper giving us exclusive details on how to snipe and some of his biggest wins while we find the next 100x

today at 5pm est 

c u there",705,71,185
gianinaskarlett,"wow 

stream tonight 

fck it

next tweet will be the time",783,46,175
gianinaskarlett,"W/ 
@SolJakey
 & 
@nftcolty",47,1,8
gianinaskarlett,"Why are you losing in memecoins?

You show up every day, but nothing’s clicking.

It’s not bad luck. You’re just skipping research.

Before you trade, ask yourself:

Does the meme have a narrative? 

Does it fit the current trend? Old memes get buried fast.

Who's behind it?",789,86,244
gianinaskarlett,"I’ll take a 25x win any day

Ty moonshot intern & FULLSEND 

Crime szn",324,25,61
gianinaskarlett,"Nice run up for the evening DUB! Thanks 
@gianinaskarlett",66,2,12
gianinaskarlett,"hell ya you did! 
@gianinaskarlett
 I will not be missing a single stream you do",69,4,13
gianinaskarlett,"We bought $FULLSEND at 3M mc on stream

It just hit 74M mc

25x for the stream 

GG",2500,126,373
gianinaskarlett,100x is programmed,634,34,168
gianinaskarlett,These are the stories that makes it all worth it,690,35,111
gianinaskarlett,"Gigi hit a 6x on $FULLSEND live on stream

$3 million -> $20 million",548,40,64
gianinaskarlett,"Start celebrating the small wins 

Nothing feels better than momentum

You only get momentum when you start feeling grateful for the little wins 

Start celebrating the little wins and watch your life change",638,36,90
gianinaskarlett,"@gianinaskarlett
 just hit a 5x on gigis stream!",43,6,5
gianinaskarlett,"My girl 
@gianinaskarlett
 feeding me",77,4,11
gianinaskarlett,FINDING THE NEXT 100X MEMECOIN TRADING https://x.com/i/broadcasts/1gqGvjvZpmWGB…,819,272,369
gianinaskarlett,manifesting a 100x,869,66,291
gianinaskarlett,"Trade like a pro and set limit orders to stop losing money on your trades

 Timestamps - -
0:16 What are limit orders
0:30 Take profit strategy
2:24 Stop loss strategy",1900,346,357
gianinaskarlett,Use my bonkbot link,25,4,3
gianinaskarlett,if being real was a crime i'd be doing life,451,29,134
gianinaskarlett,"something something in 30 minutes

notis on",802,45,230
gianinaskarlett,2025 IS OUR YEAR,684,57,159
gianinaskarlett,2025 is my year,558,52,180
gianinaskarlett,".
@stoolpresidente
 mentions he is NOT launching another coin but if he would JAILSTOOL holders could get an AIRDROP

He also said ""he might JAILSTOOL it for life""

Bullish imo

Jailstool up 2.5x since yesterday stream",1500,201,157
gianinaskarlett,"Use these settings to catch the next 100x

Full breakdown on what settings to use to land your trades

Here I cover:
• How to secure your tokens
• How to make your bot faster
• Slippage config 
• Mev Protect 
• Priority fee breakdown",1600,174,191
gianinaskarlett,"never stop clicking 

unless you’re 
@stoolpresidente
 

he should probably stop clicking for now 

lol",796,33,122
gianinaskarlett,"Trading Stream tomorrow

5pm est

Manifesting a runner

c u there https://x.com/i/broadcasts/1YqGooNOEdlGv…",721,44,113
gianinaskarlett,There is no Gigi token — I love you,627,24,242
gianinaskarlett,Use my ref link to get premium access to features https://t.me/bonkbot_bot?start=ref_gigi…,40,1,8
gianinaskarlett,"Dropping something in 10 minutes

Notis on",1200,55,504
gianinaskarlett,Steal my exact blueprint for spotting 100x Solana memecoins,2100,244,195
gianinaskarlett,MEMECOINS ARE THE FUTURE OF FINANCE,1100,84,327
gianinaskarlett,"I see so many traders quit too early.

They panic, they doubt, and they exit right before things turn.

You’re already in the right place.

One trade. 
One project. 
One cycle.

It only takes one.

That’s all it takes to flip the script.

But if you’re jumping from coin to coin",1000,104,218
gianinaskarlett,gm (get money),2200,71,642
gianinaskarlett,"Gigi explains how to sell Solana memecoins for maximum gains

She has built a +1000 $SOL portfolio doing this",1000,81,46
